code,num
C1072,729.4087034120397
C1128,1265.8291191005212
C1456,496.46535915264644
C1840,509.01434925949786
C1332,1195.2614670166806
C1563,1817.0927416913894
C1794,824.8033853836631
C1640,513.5677128289904
C1377,316.01202382880086
C2072,224.36141556743885
C1472,466.692187538486
C1006,182.82355196262148
C1083,367.8027452916802
C1311,185.20737900313907
C2676,219.75888612643507
C2318,195.9799927387007
C1603,441.6924261131779
C2523,288.3767188167714
C2177,185.84695165714515
C2411,695.537478096164
C2033,168.66107655400367
C1604,436.80548130413996
C2535,487.11579840601877
C1040,425.4759054793064
C2417,405.05137964640636
C1812,127.11561722413117
C2253,148.5101905002989
C1294,635.2079481012948
C1772,510.5136081223045
C2646,551.8116279267382
C1152,846.2103689821023
C2423,160.28573647106194
C1844,409.788978435801
C1318,198.8089779284316
C1729,123.1348693458763
C1602,289.67709859403794
C1239,390.68657658242614
C1721,658.1555731840756
C1902,855.9135955123479
C1855,331.72441768530706
C2600,424.1788609786377
C1071,521.8670229793805
C2295,476.43822786511737
C1621,649.009404577282
C1852,799.5139301232102
C2555,1273.879352554486
C1297,491.4797894666088
C2323,625.6216527577574
C2215,353.40419688043227
C2112,331.8750729041883
C1830,794.3055737906491
C2602,210.1761789208782
C2608,1122.7485740806253
C1215,626.8643260087639
C2369,534.9878921017511
C1158,256.15156875946633
C1887,568.3928812067415
C1189,236.4613623625579
C1637,493.33267163407277
C1225,136.25172924229994
C2374,330.04114534916084
C2397,663.4728733258297
C1105,966.231044256112
C1782,440.09445652480537
C1629,101.94458330465127
C1708,255.8935408746592
C2144,418.02169050705345
C1617,856.6227282802181
C1149,575.1516369380748
C1323,413.72815462321586
C1064,664.5908996537713
C1019,264.65793753617083
C2269,638.780301899171
C1416,904.860555006097
C1250,1011.5192164973045
C1741,471.7915568381839
C1016,670.3729938277554
C2675,672.0408097006049
C2436,641.4034158683172
C2039,857.2757346509834
C1253,826.9677053571884
C2028,1241.336676245651
C1166,316.4019505417925
C1135,243.7966864293493
C1216,269.27753169425415
C1593,220.87669565073958
C1826,247.94879198948865
C1827,427.2933756114404
C1564,245.51657791509493
C1495,716.4221676041163
C2653,936.3885468342427
C1392,628.8012584184926
C2128,277.10937666016656
C1282,601.6600002583582
C1521,885.0775831925548
C2076,884.2261348538291
C1060,613.9881485797639
C2473,926.1058088766197
C2557,781.7892134418021
C1835,792.7726760089853
C2224,745.2946581641847
C2222,370.59997005213575
C2430,839.7340399621248
C2497,582.5073877847705
C1494,1024.4051746747182
C1457,568.2057823657104
C1525,931.7443546121921
C1712,643.588947856548
C2267,922.8787212274154
C1623,243.52875870917836
C2131,533.3619399064775
C2691,1028.8354041688292
C1147,796.8478616730652
C1692,896.2492788024389
C1570,720.1499449018744
C1474,107.3100236973737
C1633,146.49889350591252
C2113,570.231600196967
C2175,899.9760165650576
C2303,1442.637265518311
C2547,542.3429889915674
C2292,715.0411334108993
C1496,780.8665490603572
C1289,348.8761547455102
C1849,608.4681768328563
C1003,206.2361134193265
C2268,333.1277774923655
C2551,525.715782188867
C2688,99.19137059197746
C1030,37.969712560490166
C1327,74.23036182354056
C2451,577.1276135351753
C1749,427.89573290210257
C1349,254.9929065469003
C2043,207.51282909245515
C1229,209.32780022523582
C2363,448.0424511999879
C1414,409.1107882973262
C2174,430.8774249538073
C2091,68.95896455263346
C2335,191.58135975483634
C1841,76.28953343645509
C2404,135.534929069317
C1683,223.5598359349902
C1038,252.04863183133187
C2456,227.31240286962228
C1266,473.55767198905
C2152,65.43093544539846
C1267,342.1738652514669
C2189,196.88801074613679
